Nombre de la tienda,Teléfono,Dirección,Ciudad,Código postal,Provincia,País,Página web,Google Maps,Latitud,Longitud
Helly Hansen Barcelona,934 96 03 63,"C. del Consell de Cent, 298",Barcelona,08007,,ES,http://www.hellyhansen.com,"https://maps.google.com?daddr=C.%20del%20Consell%20de%20Cent%2C%20298,+Barcelona,++08007,+ES",41.49451773,2.17850431
Forum Sport,933 56 26 70,"Avinguda Diagonal, 3",Barcelona,08019,,ES,http://www.forumsport.com,"https://maps.google.com?daddr=Avinguda%20Diagonal%2C%203,+Barcelona,++08019,+ES",41.41004400,2.21758460
Cuylás Barcelona Via Augusta/Amigó - Esquí,932 17 21 90,"Via Augusta, 37",Barcelona,08021,,ES,http://www.cuylas.com,"https://maps.google.com?daddr=Via%20Augusta%2C%2037,+Barcelona,++08021,+ES",41.39761700,2.14134150
BIG BANG,972 67 43 27,"C/ Sant Domenec, 3",Figueres,17600,GIRONA,ES,,"https://maps.google.com?daddr=C%2F%20Sant%20Domenec%2C%203,+Figueres,+GIRONA+17600,+ES",42.26800640,2.96165800
COSTA 1962,937 98 61 03,"RUA DIREITA, 44",Mataró,08302,Barcelona,ES,http://www.costa1962.com/,"https://maps.google.com?daddr=RUA%20DIREITA%2C%2044,+Matar%C3%B3,+Barcelona+08302,+ES",41.53646340,2.43905865
AMERICAN MAGIC,619 05 99 13,PG. JOAN DE BORBÓ NUM. 92,BARCELONA,08039,BARCELONA,ES,,"https://maps.google.com?daddr=PG.%20JOAN%20DE%20BORB%C3%93%20NUM.%2092,+BARCELONA,+BARCELONA+08039,+ES",41.37065776,2.18740724
ALCLA,971 09 49 06,C/ Mar 23,El Port de la Selva,17489,Girona,ES,https://www.instagram.com/alcla_nautica/?hl=es,"https://maps.google.com?daddr=C%2F%20Mar%2023,+El%20Port%20de%20la%20Selva,+Girona+17489,+ES",42.34127285,3.20354030
"Base, oficinas centrales",,Carrer de Sancho de Ávila,Barcelona,08018,BARCELONA,ES,,"https://maps.google.com?daddr=Carrer%20de%20Sancho%20de%20%C3%81vila,+Barcelona,+BARCELONA+08018,+ES",41.40194877,2.19425514
Penny Ell,937 88 38 95,"Carrer de la Font Vella, 54",Terrassa,08221,Barcelona,ES,https://www.peninagrup.com/es/tiendas/penny%C2%B7ell/,"https://maps.google.com?daddr=Carrer%20de%20la%20Font%20Vella%2C%2054,+Terrassa,+Barcelona+08221,+ES",41.56713300,2.01736100
TOT MODA SPORT,,"Ctra. C17, Km 53, Centre Comercial Esclat",Malla,08519,Barcelona,ES,,"https://maps.google.com?daddr=Ctra.%20C17%2C%20Km%2053%2C%20Centre%20Comercial%20Esclat,+Malla,+Barcelona+08519,+ES",41.884739,2.23891354
L. POINT,960 435 852,R. Dom Manuel Barbuda e Vasconcelos,Aveiro,3810-498,AVEIRO,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20Dom%20Manuel%20Barbuda%20e%20Vasconcelos,+Aveiro,+AVEIRO+3810-498,+PT",40.62806485,-8.64500480
L. POINT,968 799 756,Av. Prof. Dr. Egas Moniz,Castelo Branco,6000-901,CASTELO BRANCO,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=Av.%20Prof.%20Dr.%20Egas%20Moniz,+Castelo%20Branco,+CASTELO%20BRANCO+6000-901,+PT",39.81241215,-7.51287525
L. POINT,969 921 602,R. Dom José da Cruz Moreira Pinto 32,Viseu,3500-078,VISEU,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20Dom%20Jos%C3%A9%20da%20Cruz%20Moreira%20Pinto%2032,+Viseu,+VISEU+3500-078,+PT",40.66176035,-7.91372310
"O Rabanete - Salvador & Ribeiro, Lda",249 321 258,R. Amorim Rosa 49,Tomar,2300-451,SANTAREM,PT,,"https://maps.google.com?daddr=R.%20Amorim%20Rosa%2049,+Tomar,+SANTAREM+2300-451,+PT",39.60455760,-8.40786095
L. POINT,,ED. 7 ALAMEDA DA EUROPA,COVILHÃ,6200-546,CASTELO BRANCO,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=ED.%207%20ALAMEDA%20DA%20EUROPA,+COVILH%C3%83,+CASTELO%20BRANCO+6200-546,+PT",40.278667,-7.49503565
Enforma Deportes Salamanca,923 06 24 46,"Av. de Mirat, 21",Salamanca,37002,SALAMANCA,ES,https://www.enformadeportes.com/,"https://maps.google.com?daddr=Av.%20de%20Mirat%2C%2021,+Salamanca,+SALAMANCA+37002,+ES",40.96726036,-5.66257625
Base:Líder Equipamiento Deportivo S.L,918 51 73 73,"Av. de Honorio Lozano, 18",Collado Villalba,28400,Madrid,ES,,"https://maps.google.com?daddr=Av.%20de%20Honorio%20Lozano%2C%2018,+Collado%20Villalba,+Madrid+28400,+ES",40.62971440,-4.00304615
SCORER,918 11 42 81,"Cam. de Villaviciosa, 5",Navalcarnero,28600,Madrid,ES,https://scorer.es/,"https://maps.google.com?daddr=Cam.%20de%20Villaviciosa%2C%205,+Navalcarnero,+Madrid+28600,+ES",40.29127260,-4.00103890
Forum Sport,921 41 29 01,Calle de Guadarrama,Segovia,40006,,ES,http://www.forumsport.com,"https://maps.google.com?daddr=Calle%20de%20Guadarrama,+Segovia,++40006,+ES",40.92213580,-4.11267180
CONFECCIONES Y TEXTILES VIDAL SL,607 39 36 06,AVDA BARBER 36,TOLEDO,45004,Toledo,ES,https://vimodatoledo.es/tiendas-vidal/,"https://maps.google.com?daddr=AVDA%20BARBER%2036,+TOLEDO,+Toledo+45004,+ES",39.87156485,-4.03694395
CRONOS,925 86 99 46,POLIGONO UCOTA PARCELA 30-31,CAZALEGAS,45683,TOLEDO,ES,https://deportescronos.com/,"https://maps.google.com?daddr=POLIGONO%20UCOTA%20PARCELA%2030-31,+CAZALEGAS,+TOLEDO+45683,+ES",40.00941160,-4.67729685
Espaiboard,920 25 56 05,"C. de San Segundo, 36",Ávila,05001,Ávila,ES,https://www.espaistore.es/,"https://maps.google.com?daddr=C.%20de%20San%20Segundo%2C%2036,+%C3%81vila,+%C3%81vila+05001,+ES",40.65619091,-4.69761386
DEPORTES ALASKA,+34915611633,"C/ Cristóbal Bordiú, 10",Madrid,28003,MADRID,ES,https://www.deportesalaska.com/,"https://maps.google.com?daddr=C%2F%20Crist%C3%B3bal%20Bordi%C3%BA%2C%2010,+Madrid,+MADRID+28003,+ES",40.44310663,-3.70288607
DEPIQUE MADRID,914 11 79 25,"C. Valportillo Segunda, 8 BIS",Alcobendas,28108,Madrid,ES,,"https://maps.google.com?daddr=C.%20Valportillo%20Segunda%2C%208%20BIS,+Alcobendas,+Madrid+28108,+ES",40.53188135,-3.65548475
El Corte Inglés,916 49 65 35,"C. Puerto de Navacerrada, 2",Arroyomolinos,28939,Madrid,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=C.%20Puerto%20de%20Navacerrada%2C%202,+Arroyomolinos,+Madrid+28939,+ES",40.30004835,-3.92606400
El Almacén de la Nieve SL.,915 64 60 50,"Calle de Claudio Coello, 141",Madrid,28006,,ES,https://ansport.es/,"https://maps.google.com?daddr=Calle%20de%20Claudio%20Coello%2C%20141,+Madrid,++28006,+ES",40.43599290,-3.68548170
El Corte Inglés Pozuelo,+34917089200,"Carretera Naciona IV, KM 12,500",Pozuelo de Alarcon  (Madrid),28224,Madrid,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Carretera%20Naciona%20IV%2C%20KM%2012%2C500,+Pozuelo%20de%20Alarcon%20%20%28Madrid%29,+Madrid+28224,+ES",40.45294952,-3.82167912
El Corte Inglés,914 54 60 00,"Calle de la Princesa, 56",Madrid,28008,,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Calle%20de%20la%20Princesa%2C%2056,+Madrid,++28008,+ES",40.43016624,-3.71517609
El Corte Inglés,914 18 88 00,"Calle de Raimundo Fernández Villaverde, 79",Madrid,28003,,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Calle%20de%20Raimundo%20Fern%C3%A1ndez%20Villaverde%2C%2079,+Madrid,++28003,+ES",40.44657663,-3.69348605
Hermobody S.L.,914 33 16 10,"Av. del Mediterráneo, 28",Madrid,28007,,ES,https://deportesmoya.es/,"https://maps.google.com?daddr=Av.%20del%20Mediterr%C3%A1neo%2C%2028,+Madrid,++28007,+ES",40.40684650,-3.67343120
El Corte Inglés,914 32 93 00,"Calle de Goya, 76",Madrid,28009,,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Calle%20de%20Goya%2C%2076,+Madrid,++28009,+ES",40.42443662,-3.67482602
El Corte Inglés Sanchinarro,+34913848200,"Calle Margarita de Parma, 1",Madrid,28050,,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Calle%20Margarita%20de%20Parma%2C%201,+Madrid,++28050,+ES",40.49767664,-3.66110600
El Corte Inglés,913 79 80 00,"Plaza de Callao, 2",Madrid,28013,,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Plaza%20de%20Callao%2C%202,+Madrid,++28013,+ES",40.41951662,-3.70492607
LAMFORD CENTER,629 77 61 13,C/ SALVADOR DE MADARIAGA 3 LOCAL 42,SS DE LOS REYES,28072,MADRID,ES,,"https://maps.google.com?daddr=C%2F%20SALVADOR%20DE%20MADARIAGA%203%20LOCAL%2042,+SS%20DE%20LOS%20REYES,+MADRID+28072,+ES",40.55896720,-3.62619760
Lepanto Arte En Piel,915 47 41 19,"C. de Vergara, 6",Madrid,28013,MADRID,ES,,"https://maps.google.com?daddr=C.%20de%20Vergara%2C%206,+Madrid,+MADRID+28013,+ES",40.41767465,-3.71094985
El Corte Inglés,918 87 28 00,Avenida Juan Carlos I,Alcalá de Henares,28806,Madrid,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Avenida%20Juan%20Carlos%20I,+Alcal%C3%A1%20de%20Henares,+Madrid+28806,+ES",40.48246633,-3.39493556
UNIXENCE,607 82 58 94,C/ General Díaz Porlier 16,Madrid,28001,MADRID,ES,https://unixence.com/es/,"https://maps.google.com?daddr=C%2F%20General%20D%C3%ADaz%20Porlier%2016,+Madrid,+MADRID+28001,+ES",40.42658890,-3.67684315
Cuylás Madrid,932 17 21 90,"Calle de Hermosilla, 75",Madrid,28001,Madrid,ES,http://www.cuylas.com,"https://maps.google.com?daddr=Calle%20de%20Hermosilla%2C%2075,+Madrid,+Madrid+28001,+ES",40.42621620,-3.68165066
Patrick Sport,913 72 84 92,"Av de la Victoria, 2",Madrid,28023,,ES,https://www.patricksport.com/,"https://maps.google.com?daddr=Av%20de%20la%20Victoria%2C%202,+Madrid,++28023,+ES",40.46791663,-3.81528625
Deportes Álvarez,914 44 86 08,"Calle de Diego de León, 56",Madrid,28006,,ES,https://www.a-alvarez.com/,"https://maps.google.com?daddr=Calle%20de%20Diego%20de%20Le%C3%B3n%2C%2056,+Madrid,++28006,+ES",40.43425080,-3.67744840
Sport 2001,913 32 48 56,"C. de los Montes de Toledo, 3",Madrid,28031,Madrid,ES,https://sport2001.com/,"https://maps.google.com?daddr=C.%20de%20los%20Montes%20de%20Toledo%2C%203,+Madrid,+Madrid+28031,+ES",40.37859402,-3.62225058
Ski Market,916 26 61 51,"C. Mónaco, 47",Las Rozas de Madrid,28232,Madrid,ES,https://skimarket.es/,"https://maps.google.com?daddr=C.%20M%C3%B3naco%2C%2047,+Las%20Rozas%20de%20Madrid,+Madrid+28232,+ES",40.50414800,-3.89280900
BASE ARANJUEZ,918 92 44 62,"C. del Almíbar, 65",Aranjuez,28300,Madrid,ES,,"https://maps.google.com?daddr=C.%20del%20Alm%C3%ADbar%2C%2065,+Aranjuez,+Madrid+28300,+ES",40.03262964,-3.60308300
Ferrán 1820,978 61 70 76,"C. Nueva, 2, 4",Teruel,44001,TERUEL,ES,http://ferran1820.es/index.php/moda-multimarca,"https://maps.google.com?daddr=C.%20Nueva%2C%202%2C%204,+Teruel,+TERUEL+44001,+ES",40.34251950,-1.10729000
Galerias La Esperanza,651 89 83 70,"Carrer la Tanda, 39",Borriana,12530,Castelló,ES,,"https://maps.google.com?daddr=Carrer%20la%20Tanda%2C%2039,+Borriana,+Castell%C3%B3+12530,+ES",39.88810680,-0.08205210
LIBERTY,964 48 07 26,"Av. España, 31",Peñiscola,12598,CASTELLON,ES,,"https://maps.google.com?daddr=Av.%20Espa%C3%B1a%2C%2031,+Pe%C3%B1iscola,+CASTELLON+12598,+ES",40.35941075,0.38347318
Shed Marks SL,964 44 08 16,"Carretera Castellón, s/n",Vilafranca,12150,Castelló,ES,https://www.shedmarks.es/,"https://maps.google.com?daddr=Carretera%20Castell%C3%B3n%2C%20s%2Fn,+Vilafranca,+Castell%C3%B3+12150,+ES",40.43009662,-0.25396416
EL MUR,964 45 13 96,"C/ Mayor, 35",Vinaros,12500,CASTELLON,ES,,"https://maps.google.com?daddr=C%2F%20Mayor%2C%2035,+Vinaros,+CASTELLON+12500,+ES",40.46998315,0.47627390
"La Ràpita Impacte Sports, S.L.U",977 91 63 16,"Carrer Sant Isidre, 111",La Ràpita,43540,Tarragona,ES,,"https://maps.google.com?daddr=Carrer%20Sant%20Isidre%2C%20111,+La%20R%C3%A0pita,+Tarragona+43540,+ES",40.61590260,0.58849265
BASE ALEGRE SPORTS,977 70 64 94,"Av. Catalunya, 359",L'Aldea,43896,TARRAGONA,ES,https://www.base.net/,"https://maps.google.com?daddr=Av.%20Catalunya%2C%20359,+L%27Aldea,+TARRAGONA+43896,+ES",40.75013750,0.62642850
BAYERRI,977 44 17 44,"Av. Generalitat, 49",Tortosa,43500,TARRAGONA,ES,http://bayerrihome.com/,"https://maps.google.com?daddr=Av.%20Generalitat%2C%2049,+Tortosa,+TARRAGONA+43500,+ES",40.81060005,0.52018695
MIRKO RASTIG,971 40 39 91,C/ Puig de ses Crestes 15,Palmanyola,07193,MALLORCA,ES,,"https://maps.google.com?daddr=C%2F%20Puig%20de%20ses%20Crestes%2015,+Palmanyola,+MALLORCA+07193,+ES",39.66354836,2.66833080
BoatCrew,662 16 84 93,"Avinguda de l'Argentina, 19",Palma,07013,Illes Balears,ES,http://www.dyreco.com/wp/,"https://maps.google.com?daddr=Avinguda%20de%20l%27Argentina%2C%2019,+Palma,+Illes%20Balears+07013,+ES",39.57059030,2.63925830
Intersport Elite,971 55 08 30,"Rambla del Rei en Jaume, 14",Manacor,07500,Illes Balears,ES,https://www.intersport.es/,"https://maps.google.com?daddr=Rambla%20del%20Rei%20en%20Jaume%2C%2014,+Manacor,+Illes%20Balears+07500,+ES",39.52366477,3.18982449
Sport King,971 45 82 88,"Carrer de la Indústria, 1",Palma,07013,Illes Balears,ES,http://www.sportkingpalma.com/,"https://maps.google.com?daddr=Carrer%20de%20la%20Ind%C3%BAstria%2C%201,+Palma,+Illes%20Balears+07013,+ES",39.57324680,2.64013690
El Corte Inglés Mallorca,+34627313465,"Avenida Alexander Roselló, 12-16",Palma de Mallorca,07002,España,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Avenida%20Alexander%20Rosell%C3%B3%2C%2012-16,+Palma%20de%20Mallorca,+Espa%C3%B1a+07002,+ES",39.57343980,2.65662280
Cascais Marina,21 482 4800,MARINA DE CASCAIS LOJA 4,Cascais,2750-800,,PT,https://www.marinacascais.com/,"https://maps.google.com?daddr=MARINA%20DE%20CASCAIS%20LOJA%204,+Cascais,++2750-800,+PT",38.69283100,-9.41865800
L. POINT,21 250 9900,R. Sérgio Malpique,Almada,2810-500,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20S%C3%A9rgio%20Malpique,+Almada,+LISBOA+2810-500,+PT",38.66030490,-9.17489490
L. POINT,968 799 652,CENTRO COMERCIAL CAMPO PEQUENO,Lisboa,1000-082,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=CENTRO%20COMERCIAL%20CAMPO%20PEQUENO,+Lisboa,+LISBOA+1000-082,+PT",38.74258900,-9.14518410
L. POINT,968 799 056,Av. Descobertas 90,Loures,2670-579,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=Av.%20Descobertas%2090,+Loures,+LISBOA+2670-579,+PT",38.83439010,-9.15639085
L. POINT,927 455 510,R. Pedro de Santarém 29,Santarém,2000-223,SANTAREM,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20Pedro%20de%20Santar%C3%A9m%2029,+Santar%C3%A9m,+SANTAREM+2000-223,+PT",39.23302350,-8.68542955
L. POINT,930 582 110,R. Alto do Forte IC 19,Rio de Mouro,2635-018,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20Alto%20do%20Forte%20IC%2019,+Rio%20de%20Mouro,+LISBOA+2635-018,+PT",38.77625090,-9.33591934
L. POINT,968 799 642,Bairro do Nicho,Torres Novas,2350-464,SANTAREM,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=Bairro%20do%20Nicho,+Torres%20Novas,+SANTAREM+2350-464,+PT",39.46416465,-8.52375406
L. POINT,,RUA ALVES DEPOL 69,VILA FRANCA DE XIRA,2600-100,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=RUA%20ALVES%20DEPOL%2069,+VILA%20FRANCA%20DE%20XIRA,+LISBOA+2600-100,+PT",38.95542506,-8.98852908
L. POINT,,"E.N 3, KM 0.149",CARREGADO,2580-491,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=E.N%203%2C%20KM%200.149,+CARREGADO,+LISBOA+2580-491,+PT",39.030418,-8.981206
L. POINT,,R. da Azinheira,Montijo,2870-454,LISBOA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20da%20Azinheira,+Montijo,+LISBOA+2870-454,+PT",38.692299,-8.941814
L. POINT,968 799 567,R. Luís Adelino Fonseca 2,Évora,7005-345,ÉVORA,PT,https://www.lpoint.pt/,"https://maps.google.com?daddr=R.%20Lu%C3%ADs%20Adelino%20Fonseca%202,+%C3%89vora,+%C3%89VORA+7005-345,+PT",38.54966155,-7.90505540
Rihu,284 325 527,R. da Liberdade 4,Beja,7860-000,BEJA,PT,https://rihu.pt,"https://maps.google.com?daddr=R.%20da%20Liberdade%204,+Beja,+BEJA+7860-000,+PT",38.01443096,-7.86424542
RIHU,,"RUA ASSOCIAÇÃO S.M. SANTANA E COSTA, 51, 51B-53",MOURA,7860-184,BEJA,PT,https://rihu.pt,"https://maps.google.com?daddr=RUA%20ASSOCIA%C3%87%C3%83O%20S.M.%20SANTANA%20E%20COSTA%2C%2051%2C%2051B-53,+MOURA,+BEJA+7860-184,+PT",38.14291400,-7.44982350
Rihu,266 709 055,R. de Aviz 30,Évora,7000-585,ÉVORA,PT,https://rihu.pt,"https://maps.google.com?daddr=R.%20de%20Aviz%2030,+%C3%89vora,+%C3%89VORA+7000-585,+PT",38.57333050,-7.91012240
INTERSPORT Everest,938 85 34 10,Verdaguer 9,Vich,08500,Barcelona,ES,,"https://maps.google.com?daddr=Verdaguer%209,+Vich,+Barcelona+08500,+ES",38.91200402,-6.33799751
HUNGARO,968 78 02 12,"Avda. de Levante, 55",JUMILLA,30520,MURCIA,ES,https://www.hungaroropa.com/,"https://maps.google.com?daddr=Avda.%20de%20Levante%2C%2055,+JUMILLA,+MURCIA+30520,+ES",38.47479795,-1.32256220
LEVIA,967 66 55 58,"C/ Tinte, 4",Albacete,02001,ALBACETE,ES,https://www.modalevia.com/en/,"https://maps.google.com?daddr=C%2F%20Tinte%2C%204,+Albacete,+ALBACETE+02001,+ES",38.99318005,-1.85687055
New Manhattan - Ropa Moda Almansa,967 08 00 53,"C. Corredera, 4",Almansa,02640,Albacete,ES,https://www.newmanhattan.es/,"https://maps.google.com?daddr=C.%20Corredera%2C%204,+Almansa,+Albacete+02640,+ES",38.86830500,-1.09740545
TOVARSPORT S.A,639 67 81 20,CC THADER,CHURRA,30110,MURCIA,ES,https://www.intersport.es/,"https://maps.google.com?daddr=CC%20THADER,+CHURRA,+MURCIA+30110,+ES",38.03210100,-1.14917700
Roger Company,968 71 70 72,"Pasaje Adarve, 31",Murcia,30001,,ES,https://roger-company.negocio.site/,"https://maps.google.com?daddr=Pasaje%20Adarve%2C%2031,+Murcia,++30001,+ES",38.00211000,-1.48522800
El Corte Inglés de Alicante Edificio 1,965 92 50 01,"Av. Maisonnave, 53",Alicante (Alacant),03003,Alicante,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Av.%20Maisonnave%2C%2053,+Alicante%20%28Alacant%29,+Alicante+03003,+ES",38.34345920,-0.49024895
D.Moda&Complements,681 95 45 50,"C/ Sant Francesc, 36",Callosa d'en Sarrià,03510,Alicante,ES,,"https://maps.google.com?daddr=C%2F%20Sant%20Francesc%2C%2036,+Callosa%20d%27en%20Sarri%C3%A0,+Alicante+03510,+ES",38.65064925,-0.12345055
Intersport,961 92 03 37,"Autovía del Este, A-3",valencia,46960,Valencia,ES,,"https://maps.google.com?daddr=Autov%C3%ADa%20del%20Este%2C%20A-3,+valencia,+Valencia+46960,+ES",39.45952170,-0.49271340
Fernando Cano Ropa Hombre,965 54 47 13,"C/ Mossèn Torregrosa, 7",Alcoi,03801,Alicante,ES,,"https://maps.google.com?daddr=C%2F%20Moss%C3%A8n%20Torregrosa%2C%207,+Alcoi,+Alicante+03801,+ES",38.69753495,-0.47435960
LOIX SPORT S.L.,605 80 31 64,"Plaça de la Creu, 4",BENIDORM,03501 ,Alicante,ES,,"https://maps.google.com?daddr=Pla%C3%A7a%20de%20la%20Creu%2C%204,+BENIDORM,+Alicante+03501 ,+ES",38.53689615,-0.12931845
Deportes Alvarado,963 92 30 34,"Carrer del Mar, 27",València,46003,Valencia,ES,https://deportesalvarado.com/,"https://maps.google.com?daddr=Carrer%20del%20Mar%2C%2027,+Val%C3%A8ncia,+Valencia+46003,+ES",39.47734617,-0.37578955
Ferragud,962 87 11 61,"Carrer del Duc Alfons el Vell, 24",Gandia,46701,Valencia,ES,https://www.ferragud.es/,"https://maps.google.com?daddr=Carrer%20del%20Duc%20Alfons%20el%20Vell%2C%2024,+Gandia,+Valencia+46701,+ES",38.96539850,-0.18059540
PASCUAL LAFUENTE S.L.U.,607 27 69 67,C/ FONTANEROS 30 1-4,SANTA POLA,03130,ALICANTE,ES,,"https://maps.google.com?daddr=C%2F%20FONTANEROS%2030%201-4,+SANTA%20POLA,+ALICANTE+03130,+ES",38.20938775,-0.57459060
Galerías Aitana,965 83 27 29,"Av. Gabriel Miró, 13",Calpe,03710,Alicante,ES,https://www.galerias-aitana.es/,"https://maps.google.com?daddr=Av.%20Gabriel%20Mir%C3%B3%2C%2013,+Calpe,+Alicante+03710,+ES",38.64347900,0.04817600
ROCA BOUTIQUE,965 84 14 59,"Avinguda Rei en Jaume I, 21",Altea,03590,VALENCIA,ES,,"https://maps.google.com?daddr=Avinguda%20Rei%20en%20Jaume%20I%2C%2021,+Altea,+VALENCIA+03590,+ES",38.60179260,-0.04762160
mercury,965 29 77 25,"Av. de la Llibertat, 4",Platja de l'Arenal,03738,Alicante,ES,,"https://maps.google.com?daddr=Av.%20de%20la%20Llibertat%2C%204,+Platja%20de%20l%27Arenal,+Alicante+03738,+ES",38.77333350,0.18703994
El Corte Inglés Pintor sorolla,+34963159500,Carrer del Pintor Sorolla 26,València,46002,Valencia,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Carrer%20del%20Pintor%20Sorolla%2026,+Val%C3%A8ncia,+Valencia+46002,+ES",39.47128647,-0.37136608
El Corte Inglés Avda. de Francia,90037900,Carrer del Pintor Maella 37,València,46023,Valencia,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Carrer%20del%20Pintor%20Maella%2037,+Val%C3%A8ncia,+Valencia+46023,+ES",39.46950720,-0.37214910
VALENCIA JET NAUTICA,722 28 62 73,"C/ de Francesc Cubells, 44",València,46011,Valencia,ES,https://valenciajetnautica.com/,"https://maps.google.com?daddr=C%2F%20de%20Francesc%20Cubells%2C%2044,+Val%C3%A8ncia,+Valencia+46011,+ES",39.46294055,-0.33226835
4sail Nautica,634 42 55 11,C Náutico Santa Pola,Santa Pola,03130,Alicante,ES,,"https://maps.google.com?daddr=C%20N%C3%A1utico%20Santa%20Pola,+Santa%20Pola,+Alicante+03130,+ES",38.19236400,-0.55554600
ANCOMARO,610 43 19 67,"Av. del Port, 19",Calpe,03710,Alicante,ES,,"https://maps.google.com?daddr=Av.%20del%20Port%2C%2019,+Calpe,+Alicante+03710,+ES",38.63921291,0.07050061
Albir Sport,966 86 72 75,"Av de l'Albir, 34",El Albir,03581,Alicante,ES,,"https://maps.google.com?daddr=Av%20de%20l%27Albir%2C%2034,+El%20Albir,+Alicante+03581,+ES",38.57154632,-0.06821119
Wannasneakers CC Portal de la Marina,966 47 73 64,"Av. Costa Blanca, 1",Ondara,03760,Alicante,ES,https://www.freshshoes.es/,"https://maps.google.com?daddr=Av.%20Costa%20Blanca%2C%201,+Ondara,+Alicante+03760,+ES",38.81720000,0.02054000
Zapatos y Accesorios Tiendas FRESH SHOES,966 49 25 85,"Carrer de les Tosqueres, 9",Moraira,03724,Alicante,ES,https://www.freshshoes.es/,"https://maps.google.com?daddr=Carrer%20de%20les%20Tosqueres%2C%209,+Moraira,+Alicante+03724,+ES",38.68775000,0.13302000
Nauticmar,623 12 41 81,"Av. Zodiaco, 31",Alicante (Alacant),03006,Alicante,ES,https://nauticmar.com/gb/,"https://maps.google.com?daddr=Av.%20Zodiaco%2C%2031,+Alicante%20%28Alacant%29,+Alicante+03006,+ES",38.34906700,-0.52419100
Fresh Shoes,965 83 82 64,"Av. Gabriel Miró, 7",Calpe,03710,Alicante,ES,https://www.freshshoes.es/,"https://maps.google.com?daddr=Av.%20Gabriel%20Mir%C3%B3%2C%207,+Calpe,+Alicante+03710,+ES",38.64387000,0.04725000
VISTETOT,963 66 37 53,"Camí de Montcada, 114",València,46019,Valencia,ES,,"https://maps.google.com?daddr=Cam%C3%AD%20de%20Montcada%2C%20114,+Val%C3%A8ncia,+Valencia+46019,+ES",39.49595850,-0.38065240
ESPORT DEVAL,606 88 07 35,"Avinguda al Vedat, 105",Torrent,46900,Valencia,ES,,"https://maps.google.com?daddr=Avinguda%20al%20Vedat%2C%20105,+Torrent,+Valencia+46900,+ES",39.43170695,-0.47291800
ACTUAL AVENIDA,986 10 24 14,Avda. Jaime I,ALTEA,03590,ALICANTE,ES,http://www.actual-altea.com/,"https://maps.google.com?daddr=Avda.%20Jaime%20I,+ALTEA,+ALICANTE+03590,+ES",38.60180096,-0.04737076
ALBIR,966 47 73 64,AVDA. ALBIR 61,ALBIR,03581,ALICANTE,ES,,"https://maps.google.com?daddr=AVDA.%20ALBIR%2061,+ALBIR,+ALICANTE+03581,+ES",38.58176421,-0.06815119
BND SPORT COMPANY S.L,965 46 12 37,C/ Concepción Areval 2,VILLENA,03400,ALICANTE,ES,,"https://maps.google.com?daddr=C%2F%20Concepci%C3%B3n%20Areval%202,+VILLENA,+ALICANTE+03400,+ES",38.63181960,-0.86122060
TU STREETWEAR MORAIRA,966 49 00 01,"Calle del Dr. Calatayud, 12",Moraira,03724,Alicante,ES,https://www.facebook.com/people/TU-Streetwear/100057623103816/,"https://maps.google.com?daddr=Calle%20del%20Dr.%20Calatayud%2C%2012,+Moraira,+Alicante+03724,+ES",38.68745050,0.13504490
